id,department,number,school,title,course_level,department_alias,units,description,department_name,professor_history,prerequisite_tree,prerequisite_list,prerequisite_text,prerequisite_for,repeatability,grading_option,concurrent,same_as,restriction,overlap,corequisite,ge_list,ge_text,terms
ANATOMY215,ANATOMY,215,School of Medicine,Epilepsy as a Window to Mechanisms of Neuronal Plasticity,Graduate/Professional Only (200+),[],"[4, 4]","Understanding the mechanisms of brain disorders provides novel insights into the normal function of neurons and circuits. Discusses approaches to studying mechanisms of brain function ranging from imaging, the use of models and others to study epilepsy.",Anatomy and Neurobiology,[],,[],,[],,Satisfactory/unsatisfactory only.,,,,,,[],,"['2019 Winter', '2019 Spring', '2020 Winter', '2020 Spring', '2021 Winter', '2021 Spring', '2022 Winter', '2022 Spring']"
ANATOMY227A,ANATOMY,227A,School of Medicine,Current Topics in Neuroscience,Graduate/Professional Only (200+),[],"[1, 4]","Focuses on critical reading, presentation, and discussion of current literature in neuroscience research.",Anatomy and Neurobiology,[],,[],,[],May be repeated for credit unlimited times.,,,,Graduate students only.,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
ANATOMY227B,ANATOMY,227B,School of Medicine,Current Topics in Neuroscience,Graduate/Professional Only (200+),[],"[1, 4]","Focuses on critical reading, presentation, and discussion of current literature in neuroscience research.",Anatomy and Neurobiology,[],,[],,[],May be repeated for credit unlimited times.,,,,Graduate students only.,,,[],,"['2019 Winter', '2020 Winter', '2021 Winter', '2022 Winter']"
ANATOMY227C,ANATOMY,227C,School of Medicine,Current Topics in Neuroscience,Graduate/Professional Only (200+),[],"[1, 4]","Focuses on critical reading, presentation, and discussion of current literature in neuroscience research.",Anatomy and Neurobiology,[],,[],,[],May be repeated for credit unlimited times.,,,,Graduate students only.,,,[],,"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
ANATOMY230,ANATOMY,230,School of Medicine,Topics in Translational Neuroscience,Graduate/Professional Only (200+),[],"[2, 4]","One-hour seminar presentation by participating faculty or guest lecturer and open to the science community, followed by one-hour student discussion of the lecture topic or related topic. Students are responsible for presentations and readings.",Anatomy and Neurobiology,[],,[],,[],May be taken for credit 2 times as topics vary.,,,,Graduate students only. Interdepartmental Neuroscience Majors have first consideration for enrollment.,,,[],,"['2019 Spring', '2020 Winter', '2020 Spring', '2021 Winter', '2021 Spring', '2022 Winter', '2022 Spring']"
ANATOMY230A,ANATOMY,230A,School of Medicine,"Molecular, Cellular, & Developmental Neurobiology",Graduate/Professional Only (200+),[],"[4, 4]","Molecular aspects of the structure and function of neurons and glia including neurotransmission, synaptic modulation, and channels.  Neural development at the cellular and molecular level including neurogenesis, pattern formation, trophic factors, axonal growth, and synaptic rearrangement.",Anatomy and Neurobiology,[],,[],,[],,,,,Graduate students only.,,,[],,"['2019 Winter', '2019 Spring', '2020 Winter', '2020 Spring', '2021 Winter', '2021 Spring', '2022 Winter', '2022 Spring']"
ANATOMY292A,ANATOMY,292A,School of Medicine,Topics in Neural Circuit Mapping,Graduate/Professional Only (200+),[],"[2, 2]",Presentations/lectures by invited faculty and student discussion.,Anatomy and Neurobiology,[],,[],,[],May be repeated for credit unlimited times.,Satisfactory/unsatisfactory only.,,,,,,[],,"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
ANATOMY292B,ANATOMY,292B,School of Medicine,Scientific Communication,Graduate/Professional Only (200+),[],"[2, 2]","Small group meetings for graduate students to practice scientific writing, debate, and presentation skills.",Anatomy and Neurobiology,[],,[],,[],May be repeated for credit unlimited times.,Satisfactory/unsatisfactory only.,,,,,,[],,[]
ANATOMY292C,ANATOMY,292C,School of Medicine,Scientific Communication,Graduate/Professional Only (200+),[],"[2, 2]","Small group meetings for graduate students to practice scientific writing, debate, and presentation skills.",Anatomy and Neurobiology,[],,[],,[],May be repeated for credit unlimited times.,Satisfactory/unsatisfactory only.,,,,,,[],,[]
ANTHRO100A,ANTHRO,100A,School of Social Sciences,Ethnography and Anthropological Methods,Upper Division (100-199),[],"[4, 4]","Anthropological research, learning ethnographic methods, and how to choose a research topic, construct research questions, explore library resources, collect data, and write an analytical paper on research findings.",Anthropology,"['kris', 'ahundle', 'olsonv']","{""AND"":[""ANTHRO 2A""]}",['ANTHRO 2A'], ANTHRO 2A,['SOCIOL 119'],,,,,Anthropology Majors have first consideration for enrollment. Anthropology Minors have first consideration for enrollment. Medical Anthropology Minors have first consideration for enrollment.,,,[],,"['2019 Fall', '2020 Spring', '2021 Winter', '2021 Spring', '2021 Fall', '2022 Winter', '2022 Fall']"
ANTHRO100B,ANTHRO,100B,School of Social Sciences,Anthropology Careers,Upper Division (100-199),[],"[4, 4]","Gives students the skills and perspective needed to leverage undergraduate anthropology education in diverse career domains. Students explore different career domains (health care, tech development, environmental governance, etc.) and learn to represent themselves professionally.",Anthropology,['jbrich'],,[],,[],,,,,Anthropology Majors only. Anthropology Minors only. Medical Anthropology Minors only.,,,[],,"['2020 Spring', '2022 Spring', '2022 Fall']"
ANTHRO10A,ANTHRO,10A,School of Social Sciences,Probability and Statistics,Lower Division (1-99),[],"[4, 4]","An introduction to probability and statistics. Emphasis on a thorough understanding of the probabilistic basis of statistical inference. Emphasizes examples from sociology, anthropology, and related social science disciplines.",Anthropology,"['noymer', 'kfaust', 'mhuffman']",,[],,"['ANTHRO 10B', 'ANTHRO 10C', 'SOCIOL 10B', 'SOCIOL 138']",,,,SOCIOL 10A.,Anthropology Majors have first consideration for enrollment. Sociology Majors have first consideration for enrollment.,,,['GE Va: Quantitative Literacy'],(Va),"['2019 Summer1', '2019 Summer10wk', '2019 Fall', '2020 Summer1', '2020 Summer10wk', '2020 Fall', '2021 Summer1', '2021 Summer10wk', '2021 Fall', '2022 Summer1', '2022 Summer10wk', '2022 Fall']"
ANTHRO10B,ANTHRO,10B,School of Social Sciences,Probability and Statistics,Lower Division (1-99),[],"[4, 4]","An introduction to probability and statistics. Emphasis on a thorough understanding of the probabilistic basis of statistical inference. Emphasizes examples from sociology, anthropology, and related social science disciplines.",Anthropology,"['drschaef', 'kfaust', 'noymer', 'mhuffman', 'ysu1']","{""OR"":[""ECON 10A"",""PSYCH 10A"",""ANTHRO 10A"",""SOCIOL 10A"",""SOC SCI 10A""]}","['SOC SCI 10A', 'ANTHRO 10A', 'ECON 10A', 'SOCIOL 10A', 'PSYCH 10A']",( ECON 10A OR PSYCH 10A OR ANTHRO 10A OR SOCIOL 10A OR SOC SCI 10A ),"['ANTHRO 10C', 'SOC SCI 10C', 'SOCIOL 10C', 'SOCIOL 138']",,,,SOCIOL 10B.,Anthropology Majors have first consideration for enrollment. Sociology Majors have first consideration for enrollment.,,,['GE Va: Quantitative Literacy'],(Va),"['2019 Winter', '2019 Summer2', '2020 Winter', '2020 Summer2', '2021 Winter', '2021 Summer2', '2022 Winter', '2022 Summer2']"
ANTHRO10C,ANTHRO,10C,School of Social Sciences,Probability and Statistics,Lower Division (1-99),[],"[4, 4]","An introduction to probability and statistics. Emphasis on a thorough understanding of the probabilistic basis of statistical inference. Emphasizes examples from sociology, anthropology, and related social science disciplines.",Anthropology,"['goldber1', 'kfaust', 'mhuffman', 'goldberg', 'ysu1']","{""AND"":[{""OR"":[""ECON 10B"",""PSYCH 10B"",""ANTHRO 10B"",""SOCIOL 10B"",""SOC SCI 10B""]},{""OR"":[""ECON 10A"",""PSYCH 10A"",""ANTHRO 10A"",""SOCIOL 10A"",""SOC SCI 10A""]}]}","['ANTHRO 10A', 'SOC SCI 10A', 'PSYCH 10B', 'SOC SCI 10B', 'ECON 10A', 'SOCIOL 10A', 'ANTHRO 10B', 'SOCIOL 10B', 'ECON 10B', 'PSYCH 10A']",( ECON 10B OR PSYCH 10B OR ANTHRO 10B OR SOCIOL 10B OR SOC SCI 10B ) AND ( ECON 10A OR PSYCH 10A OR ANTHRO 10A OR SOCIOL 10A OR SOC SCI 10A ),"['COGS 112P', 'PSYCH H111A', 'PSYCH 112M', 'PSYCH 112P', 'PSYCH 112R', 'SOCIOL 138']",,,,SOCIOL 10C.,Anthropology Majors have first consideration for enrollment. Sociology Majors have first consideration for enrollment.,,,['GE Vb: Formal Reasoning'],(Vb),"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
ANTHRO121AW,ANTHRO,121AW,School of Social Sciences,Kinship and Social Organization,Upper Division (100-199),[],"[4, 4]","Organization of social life primarily in preindustrial societies. Theories of kinship, marriage regulations, sexual behavior, and social roles. Comparisons of biological, psychological, sociological, and economic explanations of social organization.",Anthropology,['jwl'],,[], Satisfactory completion of the Lower-Division Writing requirement.,[],,,,,,,,['GE Ib: Upper Division Writing'],(Ib),"['2019 Winter', '2019 Spring', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2022 Spring']"
ANTHRO121D,ANTHRO,121D,School of Social Sciences,Cross-Cultural Studies of Gender,Upper Division (100-199),[],"[4, 4]","Explores the construction of gender in national and transnational contexts. Special attention is given to how race, sexuality, class, and global inequalities shape different experiences of gender, and how gender structures political, institutional, and social life across the world.",Anthropology,"['vbernal', 'lmahmud']","{""OR"":[""ANTHRO 2A"",""ANTHRO 2B""]}","['ANTHRO 2A', 'ANTHRO 2B']",( ANTHRO 2A OR ANTHRO 2B ),[],,,,,,,,['GE VII: Multicultural Studies'],(VII),"['2019 Winter', '2020 Spring', '2021 Spring', '2022 Winter']"
ANTHRO121J,ANTHRO,121J,School of Social Sciences,Urban Anthropology,Upper Division (100-199),[],"[4, 4]","Cultural roles of cities and the processes of urbanization in a comparative perspective. Focus includes nonwestern, nonindustrial societies of past and present; the relationship between modern urban centers across different world regions. Themes covered include: inequality, race, migration, poverty, capitalism.",Anthropology,"['dsojoyne', 'sgnam', 'ajenks']",,[],,[],,,,,,,,[],,"['2020 Summer2', '2021 Winter', '2022 Winter']"
ANTHRO124,ANTHRO,124,School of Social Sciences,Gold: The Alchemy of Socio-Economic Practice,Upper Division (100-199),[],"[4, 4]","Before bitcoin, before derivatives and mortgage-backed securities, before even writing itself, there was gold. Explore gold’s role in the development of culture, politics, and power. From Pharaohs to modern financial wizards, gold has impacted and mediated social life.",Anthropology,[],,[],,[],,,,,Anthropology Majors have first consideration for enrollment. Anthropology Minors have first consideration for enrollment. Archaeology Minors have first consideration for enrollment. Economics Majors have first consideration for enrollment. Economics Minors have first consideration for enrollment.,,,[],,[]
ANTHRO125,ANTHRO,125,School of Social Sciences,Anthropology of Debt,Upper Division (100-199),[],"[4, 4]","Explores how debt has shaped culture across varied contexts geographically and historically. In what ways have societies naturalized indebtedness, taken it for granted as a fact of life, and used it for organizing social relations.",Anthropology,['istraugh'],,[],,[],,,,,Anthropology Majors have first consideration for enrollment. Anthropology Minors have first consideration for enrollment. Archaeology Minors have first consideration for enrollment. Economics Majors have first consideration for enrollment. Economics Minors have first consideration for enrollment.,,,[],,['2021 Spring']
ANTHRO125A,ANTHRO,125A,School of Social Sciences,Economic Anthropology,Upper Division (100-199),[],"[4, 4]","Economic systems in comparative perspective: production, distribution, and consumption in market and non-market societies; agricultural development in the third world.",Anthropology,['mlburton'],,[]," One course in general science, anthropology, economics, geography, or sociology.",[],,,,ECON 152A.,Economics Majors have first consideration for enrollment. Quantitative Economics Majors have first consideration for enrollment. Business Economics Majors have first consideration for enrollment. Anthropology Majors have first consideration for enrollment.,,,[],,"['2019 Fall', '2020 Summer2', '2020 Fall', '2021 Summer1', '2021 Summer10wk', '2022 Winter', '2022 Fall']"
